ID	sex	level	constellation	birthday	country	province	city	address	diet_prefer	memo	hobby	price	stores
6677	1	9	10	1974	146	13	9	晋安区连福路798号	苦	好奇,跑步	冒险类	72	ALuwA
6678	2	1	9	1970	81	10	10	台江区大同路844号	苦	洞察力,爬山	游戏类	209	685tC
6679	2	9	4	1995	194	16	9	鼓楼区八一七路936号	苦	勇敢,桌球	智力类	378	OwMz4
6680	2	1	10	1979	136	3	5	晋安区后浦路680号	辣	非常冷静,篮球	娱乐类	401	Qd0ov
6681	2	1	7	1977	65	15	12	晋安区连福路689号	酸	好奇,乒乓球	娱乐类	311	7Ie56
6682	2	6	2	1999	168	13	10	鼓楼区福新路543号	甜	幽默,跑步	冒险类	207	67XkN
6683	2	8	3	1999	70	9	12	鼓楼区白马路895号	甜	善於分析,滑板	智力类	336	EHKTG
6684	1	8	1	1991	148	6	3	晋安区长春路996号	辣	爱玩,跳绳	娱乐类	313	T3ssb
6685	1	2	11	1992	72	15	15	晋安区福马路509号	酸	善於分析,乒乓球	乐器类	281	zewlc
6686	1	2	10	1976	172	17	12	台江区长乐南路310号	辣	洞察力,乒乓球	冒险类	495	n7HqX
6687	2	3	1	2004	59	13	9	台江区工业路463号	咸	直觉好,篮球	娱乐类	333	Xbk9y
6688	1	8	11	1977	179	16	10	台江区大同路10号	甜	抗压力,跳绳	收藏类	212	VGLVG
6689	1	5	8	2003	115	14	10	鼓楼区福新路444号	辣	知性,滑旱冰	收藏类	262	OpQMK
6690	1	7	3	1987	87	7	1	晋安区福马路608号	苦	爱玩,篮球	娱乐类	139	aT3y2
6691	1	8	1	1975	57	5	11	鼓楼区达明路306号	酸	勇敢,跳绳	收藏类	242	yulNj
6692	2	2	1	1976	58	8	1	鼓楼区八一七路142号	辣	不计较,跳绳	收藏类	478	fjwUM
6693	1	8	4	1971	135	20	12	台江区广达路240号	苦	善於分析,跑步	冒险类	259	D0wml
6694	2	1	3	1981	159	2	3	晋安区后浦路991号	酸	跨界思维,滑板	游戏类	101	xyWWR
6695	2	7	10	2001	174	2	5	晋安区连福路733号	咸	非常冷静,篮球	娱乐类	470	LE3PO
6696	1	9	3	1980	44	17	12	鼓楼区达明路518号	苦	洞察力,篮球	乐器类	168	AQPcl
6697	2	3	7	1982	143	15	14	鼓楼区福新路728号	咸	勇敢,足球	冒险类	178	RSuJa
6698	1	3	3	1990	8	14	9	晋安区赤星路289号	苦	好奇,爬山	游戏类	450	VBjKB
6699	2	2	11	1989	113	16	5	晋安区赤星路325号	咸	洞察力,跳绳	冒险类	275	qq8C0
6700	1	4	9	1987	92	11	3	鼓楼区达明路78号	苦	知性,桌球	收藏类	291	bBIXh
6701	1	8	10	1992	37	18	3	晋安区后浦路840号	咸	不计较,滑旱冰	乐器类	136	2ojR9
6702	2	1	7	1990	63	5	7	台江区长乐南路315号	酸	知性,桌球	智力类	389	av6ev
6703	1	6	8	1976	129	8	3	鼓楼区达明路11号	咸	跨界思维,篮球	智力类	414	6Sff1
6704	2	9	7	1972	13	8	6	台江区大同路389号	甜	非常冷静,举重	智力类	459	UxTxw
6705	1	6	4	1996	110	6	13	台江区大同路999号	咸	跨界思维,乒乓球	游戏类	346	nDWle
6706	2	7	9	1998	28	19	7	台江区长乐南路360号	辣	抗压力,举重	智力类	256	4ni5h
6707	1	3	7	2002	161	13	10	晋安区福马路388号	酸	非常冷静,跑步	收藏类	459	o0msU
6708	2	1	7	1979	123	18	5	晋安区赤星路787号	辣	好奇,滑板	冒险类	437	MIu3j
6709	1	5	9	1998	56	17	4	鼓楼区八一七路213号	辣	幽默,跳绳	游戏类	141	MoOCU
6710	1	7	7	1989	20	14	15	台江区广达路465号	咸	非常冷静,举重	运动类	159	8faPA
6711	2	6	3	1981	123	3	9	台江区工业路133号	辣	勇敢,滑旱冰	智力类	181	BoZsQ
6712	1	2	11	1980	38	13	2	晋安区长春路801号	苦	爱玩,跳绳	冒险类	51	v4djb
6713	1	5	10	1985	145	3	1	台江区大同路586号	苦	创造力,跑步	游戏类	197	0Sjzh
6714	2	10	6	1976	143	15	3	晋安区后浦路517号	辣	创造力,篮球	乐器类	323	8HsJq
6715	2	1	1	1999	51	4	4	鼓楼区福新路513号	苦	创造力,滑板	乐器类	66	dIG3t
6716	2	10	7	1970	171	8	1	晋安区连福路307号	咸	爱玩,篮球	游戏类	190	z7wYg
6717	1	2	11	2008	200	16	11	台江区广达路676号	甜	好奇,滑板	收藏类	498	FQui9
6718	2	8	9	1998	179	1	8	晋安区后浦路848号	酸	洞察力,篮球	乐器类	485	fOnvo
6719	2	1	6	2005	16	11	8	鼓楼区八一七路752号	咸	幽默,足球	运动类	436	ieU34
6720	1	10	9	1986	68	20	5	鼓楼区达明路596号	甜	善於分析,举重	冒险类	313	tvK3k
6721	2	1	5	2007	31	7	12	台江区鳌峰路835号	酸	幽默,足球	游戏类	88	vWpAA
6722	1	4	4	1988	68	18	13	台江区长乐南路549号	苦	创造力,滑旱冰	乐器类	264	OsJpj
6723	2	3	1	2000	59	1	6	鼓楼区福新路143号	苦	非常冷静,乒乓球	收藏类	282	HCfRE
6724	2	1	5	1989	89	15	13	台江区工业路492号	咸	爱玩,举重	乐器类	478	m6rAW
6725	1	1	11	1981	152	18	13	台江区长乐南路878号	咸	跨界思维,滑旱冰	乐器类	234	hVMPG
6726	1	3	3	1995	88	17	12	晋安区连福路661号	辣	善於分析,爬山	收藏类	62	kWJ61
6727	2	4	1	1987	138	8	7	晋安区连福路630号	辣	非常冷静,跳绳	收藏类	231	nxvXY
6728	2	1	11	1996	38	9	11	晋安区连福路856号	辣	知性,桌球	游戏类	90	rQQR3
6729	2	6	3	1992	49	6	13	晋安区后浦路810号	苦	幽默,桌球	收藏类	343	WW8lS
6730	2	5	11	1973	67	8	11	晋安区福马路113号	甜	抗压力,跑步	乐器类	331	0mcHm
6731	1	9	7	2009	45	7	15	晋安区后浦路535号	酸	善於分析,篮球	智力类	156	SvY8W
6732	1	6	8	1991	75	19	12	鼓楼区福新路917号	咸	幽默,跳绳	冒险类	330	qr6p1
6733	2	5	1	1994	113	14	13	台江区工业路427号	甜	知性,举重	娱乐类	411	qseqC
6734	1	6	11	2009	85	20	5	鼓楼区达明路809号	辣	直觉好,爬山	收藏类	149	ZNB2w
6735	2	6	1	1979	95	7	9	晋安区后浦路328号	苦	跨界思维,跑步	游戏类	57	ieL4T
6736	2	9	12	1984	11	6	2	台江区长乐南路600号	辣	不计较,足球	智力类	401	IZz4X
6737	2	1	10	1985	190	14	8	晋安区福马路852号	苦	好奇,桌球	运动类	477	TMkGf
6738	1	4	5	2009	67	7	5	鼓楼区福新路320号	苦	勇敢,滑板	冒险类	163	xgSfr
6739	2	6	12	1990	88	13	4	台江区长乐南路84号	甜	幽默,足球	乐器类	335	stMNO
6740	1	4	2	2010	63	11	2	鼓楼区白马路841号	辣	知性,滑旱冰	乐器类	188	cL1Cw
6741	2	10	9	1986	146	5	8	鼓楼区白马路675号	辣	抗压力,篮球	游戏类	148	1087Q
6742	2	8	4	1977	149	5	7	台江区大同路29号	苦	直觉好,滑板	乐器类	462	FSo9k
6743	1	7	8	1991	110	16	9	晋安区福马路297号	苦	知性,篮球	娱乐类	147	YsikY
6744	1	8	2	1979	148	3	4	晋安区连福路817号	酸	知性,篮球	乐器类	400	Btfjy
6745	2	5	10	1983	110	5	3	晋安区赤星路577号	酸	不计较,滑板	娱乐类	485	kfnfK
6746	2	6	12	1993	181	18	11	台江区广达路510号	苦	好奇,举重	收藏类	197	FCxFQ
6747	1	7	7	1993	113	15	9	台江区长乐南路541号	苦	洞察力,举重	运动类	71	87YZ7
6748	1	4	4	1981	176	3	5	晋安区长春路339号	酸	爱玩,滑旱冰	运动类	357	dDtia
6749	2	6	12	2002	165	19	11	鼓楼区八一七路656号	咸	跨界思维,足球	乐器类	401	jx6Zs
6750	1	7	1	1995	53	19	1	台江区工业路883号	苦	不计较,足球	娱乐类	288	DGyUs
6751	2	7	3	2010	114	16	9	鼓楼区白马路251号	酸	知性,篮球	冒险类	69	5bMR9
6752	1	9	10	1974	26	4	9	台江区大同路106号	苦	善於分析,滑旱冰	娱乐类	480	AZuMy
6753	2	4	3	2007	67	5	2	台江区工业路958号	酸	勇敢,篮球	冒险类	298	AV1tk
6754	2	10	9	1983	141	2	5	鼓楼区福新路93号	酸	幽默,滑板	运动类	95	rDP39
6755	2	9	11	1981	199	8	15	台江区鳌峰路281号	辣	非常冷静,跑步	收藏类	82	q81Y1
6756	1	6	12	2004	99	19	3	鼓楼区八一七路669号	辣	跨界思维,跑步	乐器类	293	8jyYZ
6757	2	5	4	1980	34	14	1	台江区鳌峰路413号	甜	洞察力,爬山	游戏类	61	i57fh
6758	1	6	6	1991	142	5	4	台江区广达路20号	甜	跨界思维,足球	智力类	389	hRu0T
6759	1	5	11	1995	130	3	4	鼓楼区福新路947号	咸	非常冷静,足球	游戏类	345	3lhRx
6760	2	8	3	1984	198	13	13	鼓楼区福新路83号	辣	抗压力,篮球	娱乐类	476	65h0R
6761	1	5	3	1996	44	11	7	鼓楼区白马路122号	甜	爱玩,乒乓球	冒险类	224	GnD1i
6762	1	3	7	1992	7	1	9	鼓楼区福新路643号	辣	勇敢,篮球	运动类	204	LSC74
6763	2	7	10	1983	74	20	4	台江区长乐南路577号	咸	非常冷静,乒乓球	娱乐类	109	ubr3h
6764	2	6	1	1973	114	17	2	鼓楼区白马路413号	辣	知性,滑板	乐器类	204	bUppk
6765	2	9	12	2006	197	1	1	鼓楼区八一七路273号	咸	勇敢,乒乓球	智力类	359	WHfPf
6766	1	3	6	1979	70	13	1	鼓楼区达明路111号	苦	知性,乒乓球	收藏类	124	i0OtO
6767	2	2	4	1988	15	5	4	鼓楼区福新路612号	辣	创造力,滑板	智力类	310	VcblS
6768	2	1	6	1974	145	19	6	晋安区连福路102号	甜	爱玩,爬山	收藏类	400	5at0n
6769	1	5	7	1985	21	6	2	台江区工业路423号	甜	好奇,足球	运动类	78	yVnOQ
6770	2	10	3	1976	135	4	12	台江区大同路848号	咸	爱玩,篮球	游戏类	412	fulWw
6771	2	9	10	1988	96	16	8	鼓楼区八一七路148号	辣	洞察力,滑旱冰	游戏类	273	WmGWY
6772	2	3	11	1992	31	15	3	晋安区连福路403号	辣	好奇,乒乓球	游戏类	300	fo8ZQ
6773	2	4	12	1974	113	20	3	晋安区连福路470号	酸	好奇,滑板	冒险类	92	V8bp6
6774	1	9	6	1983	160	10	8	台江区工业路398号	辣	好奇,滑旱冰	娱乐类	256	X7j0j
6775	2	3	9	1986	137	14	13	鼓楼区福新路769号	酸	直觉好,滑板	游戏类	81	Ped4Y
6776	2	6	12	2002	103	18	10	晋安区后浦路944号	酸	直觉好,篮球	运动类	102	VCdOz
6777	1	9	9	1996	19	10	2	晋安区长春路992号	苦	非常冷静,跑步	收藏类	234	HrmOa
6778	2	10	1	2003	128	10	1	鼓楼区八一七路604号	苦	抗压力,乒乓球	运动类	60	OGWkU
6779	2	10	1	1992	135	4	6	鼓楼区福新路167号	甜	幽默,足球	乐器类	487	1OGs8
6780	2	4	2	1988	40	14	9	晋安区福马路181号	辣	幽默,足球	运动类	379	cdfEa
6781	1	2	6	1993	141	3	11	晋安区赤星路302号	苦	善於分析,跑步	智力类	320	ysOSY
6782	1	8	2	1981	67	8	7	鼓楼区八一七路447号	咸	洞察力,滑板	冒险类	162	8D7zH
6783	2	8	12	1982	96	13	2	晋安区福马路467号	酸	爱玩,跳绳	运动类	140	LFHof
6784	1	1	4	1974	52	19	8	鼓楼区福新路680号	甜	知性,爬山	运动类	388	3yQ3A
6785	2	6	6	1972	99	1	8	晋安区长春路627号	酸	非常冷静,举重	收藏类	233	34kRL
6786	1	3	1	1996	181	19	12	鼓楼区白马路882号	咸	不计较,跳绳	娱乐类	500	AsROg
6787	2	5	2	1970	140	9	11	台江区工业路364号	咸	勇敢,爬山	运动类	130	UzfbP
6788	1	9	3	2004	128	17	1	晋安区连福路121号	酸	勇敢,举重	收藏类	158	XgkIU
6789	1	6	8	1993	56	12	5	台江区鳌峰路808号	咸	跨界思维,篮球	运动类	453	TkmAZ
6790	1	7	5	1991	179	16	14	鼓楼区福新路710号	苦	勇敢,跳绳	冒险类	383	smwQG
6791	2	5	11	2007	167	9	8	晋安区后浦路994号	辣	抗压力,足球	冒险类	75	DZj97
6792	2	4	3	1997	28	3	3	鼓楼区八一七路322号	辣	跨界思维,跑步	乐器类	177	owDwb
6793	1	7	11	1990	188	12	9	鼓楼区达明路581号	甜	抗压力,滑旱冰	冒险类	491	riDvI
6794	1	8	5	2002	26	2	3	台江区工业路708号	辣	爱玩,滑旱冰	游戏类	373	jcyn0
6795	2	2	1	1979	128	4	5	晋安区福马路803号	辣	直觉好,桌球	智力类	397	gP1rB
6796	1	2	5	1976	148	5	15	晋安区后浦路947号	酸	非常冷静,举重	娱乐类	375	fIPua
6797	1	3	11	2008	145	18	14	台江区长乐南路617号	甜	善於分析,跑步	运动类	315	b50B2
6798	1	9	11	2007	17	3	2	台江区鳌峰路599号	甜	跨界思维,跑步	收藏类	416	eiAZV
6799	2	2	1	1980	122	20	11	鼓楼区八一七路642号	辣	善於分析,滑板	冒险类	98	LDGjO
6800	1	6	12	2007	162	16	11	晋安区长春路585号	苦	洞察力,滑旱冰	智力类	478	E8oXY
6801	2	7	8	1972	144	18	13	台江区广达路594号	酸	知性,滑板	智力类	76	ip7T5
6802	2	3	7	1987	69	5	10	晋安区连福路129号	辣	抗压力,爬山	运动类	458	CSOzK
6803	2	2	10	1980	133	10	1	鼓楼区达明路821号	酸	幽默,滑板	乐器类	444	M62m9
6804	2	6	9	2000	4	9	4	晋安区福马路49号	辣	知性,滑旱冰	娱乐类	88	nnHEs
6805	1	1	4	1971	73	14	8	晋安区后浦路232号	咸	创造力,滑板	运动类	390	2D2ZB
6806	2	9	11	1980	153	3	12	鼓楼区达明路755号	咸	善於分析,乒乓球	智力类	387	iN0wn
6807	1	9	5	2003	95	11	15	台江区鳌峰路659号	咸	非常冷静,跑步	游戏类	219	TsNia
6808	2	8	9	2010	139	6	6	晋安区长春路797号	甜	幽默,举重	收藏类	337	ZvqBP
6809	1	8	11	2008	190	6	2	台江区工业路670号	苦	创造力,篮球	运动类	380	7APcp
6810	1	2	10	2006	111	4	9	台江区鳌峰路420号	甜	洞察力,爬山	娱乐类	114	7NX17
6811	2	9	11	1976	34	4	6	鼓楼区福新路723号	咸	跨界思维,滑板	游戏类	60	zR5UG
6812	2	5	1	1978	164	14	8	鼓楼区福新路648号	辣	好奇,篮球	收藏类	368	pFKGU
6813	2	10	8	2004	42	2	10	台江区鳌峰路169号	甜	爱玩,足球	乐器类	161	cGKEy
6814	2	6	10	1979	54	19	6	台江区工业路132号	苦	跨界思维,篮球	游戏类	243	SVrph
6815	2	5	7	1976	96	13	4	晋安区后浦路602号	甜	幽默,跳绳	娱乐类	423	RaRuT
6816	2	8	6	2003	89	19	15	鼓楼区八一七路388号	苦	爱玩,滑板	冒险类	118	wHu03
6817	1	9	4	1970	186	7	14	鼓楼区福新路778号	咸	勇敢,足球	收藏类	436	4idG7
6818	1	7	2	1981	1	8	7	台江区工业路793号	辣	非常冷静,跳绳	娱乐类	362	cdd7c
6819	1	10	5	2009	33	9	6	晋安区赤星路901号	酸	跨界思维,爬山	娱乐类	490	jk0VF
6820	2	1	11	1994	45	15	1	台江区鳌峰路736号	咸	跨界思维,篮球	乐器类	487	nSVZZ
6821	1	7	2	2010	123	11	13	晋安区长春路650号	苦	幽默,滑板	游戏类	252	XUM7W
6822	2	1	4	1990	7	10	7	台江区长乐南路41号	咸	创造力,桌球	游戏类	90	kDSdm
6823	2	1	10	1987	176	15	5	鼓楼区八一七路543号	辣	创造力,滑板	游戏类	102	6xr9c
6824	2	8	10	1991	55	9	12	鼓楼区达明路996号	辣	幽默,滑旱冰	乐器类	467	ONGKt
6825	2	4	11	1989	107	2	11	台江区工业路131号	甜	幽默,桌球	乐器类	485	DhezP
6826	1	10	7	1973	58	13	11	台江区广达路126号	酸	爱玩,跳绳	乐器类	276	tjUch
6827	1	2	6	1970	62	4	10	台江区工业路416号	辣	跨界思维,爬山	乐器类	185	LQG0v
6828	1	6	12	1997	134	12	15	鼓楼区达明路437号	酸	好奇,足球	运动类	152	lEZjS
6829	2	7	10	1977	155	10	10	台江区广达路825号	甜	勇敢,跳绳	游戏类	186	lnZN5
6830	2	1	2	1991	24	10	4	鼓楼区白马路89号	酸	创造力,滑板	娱乐类	371	VwtPJ
6831	2	5	10	2006	112	10	7	台江区长乐南路818号	咸	创造力,跳绳	运动类	61	a4aff
6832	1	6	11	1980	38	15	8	鼓楼区白马路282号	咸	创造力,滑旱冰	娱乐类	319	yq2nv
6833	1	4	1	2006	124	4	12	晋安区福马路557号	甜	善於分析,足球	收藏类	89	KC9hf
6834	2	9	5	2002	29	2	14	台江区广达路491号	酸	洞察力,足球	运动类	212	AHUXk
6835	1	7	1	2000	155	13	14	台江区长乐南路646号	辣	勇敢,跑步	智力类	128	lz7lI
6836	2	3	5	1985	61	1	13	台江区大同路255号	咸	洞察力,举重	娱乐类	446	OnYSb
6837	1	4	5	2005	189	13	14	鼓楼区达明路918号	苦	创造力,滑旱冰	乐器类	380	e5DEm
6838	1	9	9	1970	51	10	7	晋安区后浦路327号	辣	直觉好,跑步	智力类	468	87Tct
6839	1	2	9	1993	90	6	13	鼓楼区八一七路662号	辣	好奇,跳绳	游戏类	142	FI2pU
6840	1	9	3	1982	34	15	11	晋安区后浦路508号	苦	创造力,滑旱冰	运动类	400	Kxw3i
6841	2	3	9	1998	137	16	5	鼓楼区达明路302号	甜	幽默,乒乓球	游戏类	482	BOZKu
6842	1	9	10	2002	49	14	13	台江区长乐南路951号	咸	不计较,篮球	智力类	461	GwLYW
6843	2	6	12	1999	165	4	5	鼓楼区白马路424号	苦	跨界思维,乒乓球	冒险类	489	bJxjO
6844	1	5	3	2007	63	17	1	晋安区长春路55号	咸	好奇,跳绳	娱乐类	98	RxSSh
6845	1	10	12	1973	135	6	4	晋安区福马路227号	酸	幽默,滑板	乐器类	198	czxwW
6846	2	3	2	1997	181	8	5	鼓楼区福新路547号	咸	直觉好,足球	运动类	242	xJQ2G
6847	1	3	3	1978	178	10	9	台江区大同路790号	酸	善於分析,举重	运动类	161	F38eP
6848	2	4	8	1977	37	10	12	晋安区后浦路164号	咸	非常冷静,足球	冒险类	495	QgzmK
6849	2	3	4	1975	196	15	12	鼓楼区达明路311号	辣	善於分析,篮球	冒险类	435	eXp8l
6850	1	1	3	2008	3	18	4	晋安区长春路312号	苦	爱玩,举重	智力类	352	AOf1c
6851	2	2	1	2007	175	2	5	台江区广达路546号	咸	善於分析,爬山	娱乐类	358	n1TTR
6852	1	2	6	1994	113	2	5	台江区广达路629号	苦	非常冷静,桌球	娱乐类	390	MuWy9
6853	2	7	6	1974	143	19	14	台江区大同路976号	苦	勇敢,足球	冒险类	389	Rbg1P
6854	1	4	2	1981	100	10	15	鼓楼区达明路114号	咸	知性,乒乓球	游戏类	338	UhVTa
6855	1	8	8	1980	48	11	10	台江区大同路305号	咸	勇敢,举重	乐器类	392	EY9Gl
6856	1	4	11	1982	157	6	4	晋安区赤星路650号	辣	创造力,乒乓球	娱乐类	66	MWPiG
6857	2	6	11	2004	39	20	11	晋安区连福路672号	咸	好奇,篮球	收藏类	109	DxB1r
6858	1	6	12	1977	182	5	15	台江区长乐南路879号	甜	创造力,举重	运动类	311	BBozs
6859	1	7	2	1987	53	19	14	鼓楼区八一七路684号	苦	创造力,跳绳	收藏类	477	ocRtS
6860	1	7	4	1996	98	3	5	台江区大同路427号	甜	幽默,跳绳	运动类	124	CU1m9
6861	2	6	2	1999	172	16	1	鼓楼区福新路252号	苦	善於分析,跑步	冒险类	257	1ks8i
6862	1	2	11	1970	57	14	6	台江区鳌峰路297号	甜	幽默,桌球	乐器类	416	TOd4u
6863	1	2	7	2005	85	5	8	晋安区福马路179号	咸	幽默,滑板	娱乐类	265	i7q5h
6864	2	2	2	1972	159	1	4	鼓楼区八一七路672号	咸	知性,滑旱冰	娱乐类	99	jdPp5
6865	2	10	12	1975	49	12	3	晋安区连福路818号	甜	不计较,篮球	游戏类	420	6pBoC
6866	1	7	10	2008	164	17	8	台江区大同路341号	咸	创造力,跳绳	冒险类	115	GyuRo
6867	2	5	11	1979	120	12	6	鼓楼区白马路129号	苦	洞察力,足球	收藏类	493	7XVej
6868	1	8	8	2004	140	5	6	台江区工业路398号	甜	创造力,爬山	娱乐类	474	dYySv
6869	2	1	5	1985	197	16	5	晋安区长春路599号	苦	善於分析,跑步	收藏类	143	xpfHX
6870	1	4	3	2009	9	7	1	台江区广达路449号	咸	不计较,足球	收藏类	67	JRIP8
6871	1	8	2	1982	77	13	5	鼓楼区福新路790号	辣	好奇,滑旱冰	运动类	225	KaWm1
6872	1	10	10	1994	152	10	15	晋安区长春路617号	苦	创造力,跳绳	乐器类	229	Ak2BN
6873	2	1	8	2007	164	3	10	鼓楼区福新路843号	辣	知性,滑板	游戏类	228	vgkQH
6874	1	4	12	1975	54	1	3	鼓楼区八一七路324号	酸	抗压力,跑步	运动类	210	yo5hN
6875	2	3	5	1984	97	5	8	台江区鳌峰路66号	酸	好奇,跑步	智力类	64	IrTbL
6876	2	4	11	1984	172	16	9	台江区鳌峰路87号	辣	知性,滑旱冰	乐器类	449	uLuf7
6877	1	7	2	2010	36	1	8	台江区广达路909号	咸	直觉好,篮球	游戏类	339	1ro1g
6878	1	3	7	1973	191	9	13	台江区工业路610号	咸	跨界思维,爬山	娱乐类	67	ix7cO
6879	2	1	1	1975	69	20	9	晋安区连福路929号	甜	跨界思维,爬山	收藏类	488	kyx8g
6880	2	8	6	2008	40	10	3	晋安区赤星路541号	酸	爱玩,举重	运动类	397	bBkoX
6881	2	6	1	1991	46	20	14	鼓楼区八一七路626号	辣	勇敢,桌球	娱乐类	394	GtBKO
6882	2	2	10	1985	115	2	10	晋安区赤星路960号	苦	创造力,滑旱冰	智力类	249	3G3ut
6883	2	4	12	1970	84	20	4	台江区广达路311号	甜	直觉好,乒乓球	游戏类	83	FRlDN
6884	1	1	2	1979	186	17	3	台江区鳌峰路150号	咸	爱玩,篮球	智力类	337	Vhoxm
6885	1	7	3	1990	52	20	2	台江区长乐南路754号	酸	好奇,跳绳	娱乐类	254	TFSRk
6886	1	2	6	1997	43	6	15	鼓楼区白马路318号	酸	勇敢,爬山	智力类	113	ctYCL
6887	2	9	9	1971	14	7	1	晋安区赤星路568号	甜	非常冷静,爬山	运动类	469	cjL0Z
6888	1	10	9	2003	194	12	5	鼓楼区福新路712号	酸	不计较,举重	智力类	133	YPF4s
6889	2	1	3	1970	146	10	6	晋安区长春路781号	酸	爱玩,跳绳	冒险类	309	WfcAm
6890	1	5	1	1974	143	20	11	台江区广达路620号	酸	勇敢,举重	冒险类	368	b3iMZ
6891	2	1	5	1999	120	1	14	台江区大同路838号	辣	跨界思维,足球	收藏类	173	3bUyW
6892	1	1	9	2006	24	16	6	鼓楼区白马路924号	甜	知性,跳绳	冒险类	85	Lds4l
6893	2	5	4	1987	126	19	10	台江区工业路52号	苦	非常冷静,举重	智力类	478	JNWH8
6894	1	4	7	1980	75	16	3	鼓楼区白马路982号	咸	幽默,跑步	乐器类	289	cUL9F
6895	1	6	7	1990	114	15	6	鼓楼区达明路282号	酸	勇敢,爬山	收藏类	467	tiSsB
6896	2	4	1	1987	71	16	9	鼓楼区白马路661号	甜	知性,跳绳	游戏类	351	gcmyW
6897	1	2	4	1984	8	8	12	台江区广达路532号	苦	不计较,跳绳	智力类	344	la23P
6898	1	10	12	1972	134	18	11	晋安区赤星路894号	辣	抗压力,爬山	收藏类	326	96fgx
6899	1	10	12	1985	73	11	13	晋安区福马路824号	苦	知性,滑板	冒险类	307	4dEqd
6900	1	10	11	1970	192	9	8	晋安区连福路762号	苦	勇敢,爬山	收藏类	63	mzeXa
6901	2	1	9	1993	49	10	13	晋安区赤星路377号	辣	抗压力,滑板	乐器类	139	OC6vY
6902	1	1	9	1987	34	13	2	鼓楼区达明路424号	咸	幽默,跳绳	运动类	159	Z8el2
6903	2	5	4	1987	20	4	10	鼓楼区福新路800号	辣	跨界思维,足球	乐器类	290	kxpuk
6904	2	7	5	1974	132	5	11	晋安区连福路897号	苦	幽默,乒乓球	冒险类	206	SoZHh
6905	2	6	4	1970	117	4	14	晋安区连福路570号	辣	爱玩,跑步	智力类	382	daflP
6906	2	10	4	1997	163	5	7	鼓楼区八一七路808号	甜	好奇,跳绳	乐器类	211	aR635
6907	2	5	5	1978	130	11	14	晋安区后浦路78号	苦	跨界思维,跳绳	娱乐类	413	IgJQ9
6908	2	2	8	1970	184	5	5	晋安区赤星路873号	酸	好奇,篮球	游戏类	73	6uYnD
6909	1	10	2	1985	110	2	14	鼓楼区达明路331号	甜	幽默,足球	游戏类	287	1eimz
6910	1	4	10	1981	159	11	7	台江区鳌峰路546号	甜	幽默,滑旱冰	冒险类	232	YnoWy
6911	1	7	10	1991	151	11	6	鼓楼区白马路197号	辣	善於分析,跑步	冒险类	500	pzs9j
6912	2	1	11	1973	78	7	4	晋安区后浦路138号	苦	不计较,滑旱冰	娱乐类	101	E4kDT
6913	1	5	10	1994	8	10	11	台江区鳌峰路311号	辣	善於分析,乒乓球	冒险类	450	9HlDL
6914	2	5	10	1996	127	6	7	台江区广达路474号	咸	善於分析,桌球	收藏类	319	fnshN
6915	2	2	6	2005	5	3	8	鼓楼区福新路410号	苦	爱玩,足球	运动类	252	ZwLB6
6916	2	8	7	2003	88	14	10	台江区长乐南路765号	辣	创造力,乒乓球	运动类	394	qA3bC
6917	2	5	11	1986	193	20	7	晋安区长春路312号	苦	跨界思维,滑板	智力类	270	lr03p
6918	2	9	5	2005	183	16	12	台江区广达路492号	甜	抗压力,滑旱冰	娱乐类	68	4PneB
6919	1	1	3	1984	146	1	14	鼓楼区达明路440号	苦	爱玩,爬山	娱乐类	278	3EDQq
6920	1	8	5	1973	114	1	9	鼓楼区达明路235号	酸	跨界思维,桌球	收藏类	203	8qkxI
6921	2	1	1	1976	157	7	11	台江区鳌峰路382号	咸	跨界思维,跳绳	收藏类	282	z7fOX
6922	2	8	3	1979	170	8	5	台江区鳌峰路515号	辣	幽默,足球	智力类	79	Sa9BR
6923	2	6	10	1991	69	11	5	晋安区赤星路107号	苦	非常冷静,跑步	运动类	70	r1wFE
6924	2	1	11	1986	18	7	13	晋安区后浦路287号	苦	创造力,足球	游戏类	52	BH9XS
6925	1	3	2	1974	54	6	13	晋安区赤星路704号	苦	直觉好,滑板	收藏类	416	Yd8JV
6926	2	3	10	1981	187	16	14	晋安区连福路992号	苦	直觉好,举重	娱乐类	375	QkagK
6927	1	3	10	1993	193	5	5	台江区鳌峰路622号	酸	直觉好,乒乓球	运动类	382	HcYz1
6928	2	1	11	1974	1	16	10	鼓楼区达明路783号	酸	勇敢,跳绳	乐器类	106	qX1ig
6929	2	1	8	2005	128	18	11	台江区大同路514号	苦	抗压力,桌球	乐器类	399	MkKus
6930	2	7	9	1983	84	10	4	台江区鳌峰路136号	辣	直觉好,爬山	运动类	331	s5wp2
6931	2	9	5	1989	143	12	8	台江区鳌峰路521号	咸	爱玩,乒乓球	收藏类	295	hpKgH
6932	1	4	4	2006	146	14	3	台江区鳌峰路288号	辣	洞察力,跳绳	智力类	223	3rQcy
6933	2	2	5	1996	105	10	4	鼓楼区福新路786号	咸	善於分析,跑步	冒险类	227	SbTWz
6934	1	4	9	1974	196	12	13	鼓楼区达明路655号	甜	跨界思维,桌球	乐器类	362	gb4Tv
6935	2	9	2	2004	199	13	14	鼓楼区达明路117号	咸	勇敢,跑步	乐器类	389	paqu9
